description,polarity,subjectivity,polarity2,subjectivity2
"[('released', 'body', 'camera'), ('body', 'camera', 'video'), ('camera', 'video', 'deadly'), ('video', 'deadly', 'involved'), ('deadly', 'involved', 'tuesday'), ('involved', 'tuesday', 'lower'), ('tuesday', 'lower', 'queen'), ('lower', 'queen', 'anne')]",-0.20000000000000004,0.4000000000000001,negative,objective
"[('investigating', 'least', 'three'), ('least', 'three', 'separate'), ('three', 'separate', 'anti'), ('separate', 'anti', 'asian'), ('anti', 'asian', 'bias'), ('asian', 'bias', 'incident'), ('bias', 'incident', 'reported'), ('incident', 'reported', 'saturday'), ('reported', 'saturday', 'ballard')]",-0.12,0.16,negative,objective
"[('regard', 'report', 'bias'), ('report', 'bias', 'incident'), ('bias', 'incident', 'crime'), ('incident', 'crime', 'utmost'), ('crime', 'utmost', 'seriousness'), ('utmost', 'seriousness', 'statement'), ('seriousness', 'statement', 'recent'), ('statement', 'recent', 'year')]",0.0,0.25,neutral,objective
"[('release', 'body', 'camera'), ('body', 'camera', 'footage'), ('camera', 'footage', 'showing'), ('footage', 'showing', 'fatal'), ('showing', 'fatal', 'man'), ('fatal', 'man', 'lower'), ('man', 'lower', 'queen'), ('lower', 'queen', 'anne'), ('queen', 'anne', 'may'), ('anne', 'may', '20'), ('may', '20', '2020'), ('20', '2020', '7'), ('2020', '7', '31'), ('7', '31', 'pm'), ('31', 'pm', 'updated'), ('pm', 'updated', 'may'), ('updated', 'may', '21'), ('may', '21', '2020'), ('21', '2020', '7'), ('2020', '7', '39'), ('7', '39', 'pm')]",0.0,0.0,neutral,objective
"[('38', 'year', 'old'), ('year', 'old', 'swat'), ('old', 'swat', 'placed'), ('swat', 'placed', '911'), ('placed', '911', 'released'), ('911', 'released', 'friday'), ('released', 'friday', 'evening')]",0.10000000000000002,0.20000000000000004,positive,objective
"[('queen', 'anne', 'two'), ('anne', 'two', 'opened'), ('two', 'opened', 'fire'), ('opened', 'fire', 'man'), ('fire', 'man', 'accused'), ('man', 'accused', 'threatening'), ('accused', 'threatening', 'people'), ('threatening', 'people', 'district'), ('people', 'district', 'knife')]",0.0,0.0,neutral,objective
"[('bias', 'incident', 'noted'), ('incident', 'noted', 'general'), ('noted', 'general', 'offense'), ('general', 'offense', 'report'), ('offense', 'report', 'forwarded'), ('report', 'forwarded', 'bias'), ('forwarded', 'bias', 'crime'), ('bias', 'crime', 'coordinator'), ('crime', 'coordinator', 'investigation'), ('coordinator', 'investigation', 'light'), ('investigation', 'light', 'community'), ('light', 'community', 'concern')]",0.225,0.6000000000000001,positive,subjective
"[('bias', 'crime', 'unit'), ('crime', 'unit', 'looking'), ('unit', 'looking', 'identify'), ('looking', 'identify', 'man'), ('identify', 'man', 'attacked'), ('man', 'attacked', 'spat'), ('attacked', 'spat', 'asian'), ('spat', 'asian', 'couple'), ('asian', 'couple', 'walking')]",0.0,0.0,neutral,objective
"[('called', '200', 'law'), ('200', 'law', 'enforcement'), ('law', 'enforcement', 'official'), ('enforcement', 'official', 'make'), ('official', 'make', 'protest'), ('make', 'protest', 'wanted'), ('protest', 'wanted', 'emboldened'), ('wanted', 'emboldened', 'others'), ('emboldened', 'others', 'go'), ('others', 'go', 'future'), ('go', 'future', 'protest')]",0.0,0.125,neutral,objective
"[('according', 'statement', 'protester'), ('statement', 'protester', 'throwing'), ('protester', 'throwing', 'rock'), ('throwing', 'rock', 'bottle'), ('rock', 'bottle', 'projectile'), ('bottle', 'projectile', '2'), ('projectile', '2', '38'), ('2', '38', 'p')]",0.0,0.0,neutral,objective
"[('mark', 'jamieson', 'spokesman'), ('jamieson', 'spokesman', 'stabbing'), ('spokesman', 'stabbing', 'suspect'), ('stabbing', 'suspect', 'fled'), ('suspect', 'fled', 'arrived')]",-0.6,0.8000000000000002,negative,subjective
"[('may', 'seem', 'redundant'), ('seem', 'redundant', 'say'), ('redundant', 'say', 'important'), ('say', 'important', 'cyber'), ('important', 'cyber', 'crime'), ('cyber', 'crime', 'investigator'), ('crime', 'investigator', 'recommend'), ('investigator', 'recommend', 'taking'), ('recommend', 'taking', 'step')]",0.09999999999999999,0.6,negative,subjective
"[('swat', 'noah', 'zech'), ('noah', 'zech', '35'), ('zech', '35', 'placed'), ('35', 'placed', 'paid'), ('placed', 'paid', 'chief'), ('paid', 'chief', 'carmen'), ('chief', 'carmen', 'best'), ('carmen', 'best', 'stated'), ('best', 'stated', 'engaged'), ('stated', 'engaged', 'mr'), ('engaged', 'mr', 'fuhr'), ('mr', 'fuhr', 'however'), ('fuhr', 'however', 'video')]",1.0,0.3,positive,objective
"[('two', 'ar', '15'), ('ar', '15', 'style'), ('15', 'style', 'rifle'), ('style', 'rifle', 'stolen'), ('rifle', 'stolen', 'cruiser'), ('stolen', 'cruiser', 'since'), ('cruiser', 'since', 'recovered'), ('since', 'recovered', 'according')]",0.0,0.0,neutral,objective
"[('westgate', 'continue', 'work'), ('continue', 'work', 'closely'), ('work', 'closely', 'glendale'), ('closely', 'glendale', 'house'), ('glendale', 'house', 'security'), ('house', 'security', 'best'), ('security', 'best', 'ensure'), ('best', 'ensure', 'safety'), ('ensure', 'safety', 'customer')]",1.0,0.3,positive,objective
"[('suffolk', 'county', 'woman'), ('county', 'woman', 'previously'), ('woman', 'previously', 'known'), ('previously', 'known', 'jane'), ('known', 'jane', 'doe'), ('jane', 'doe', '6'), ('doe', '6', 'identified'), ('6', 'identified', 'genetic'), ('identified', 'genetic', 'genealogy'), ('genetic', 'genealogy', 'technology'), ('genealogy', 'technology', 'valerie'), ('technology', 'valerie', 'mack'), ('valerie', 'mack', 'also'), ('mack', 'also', 'went')]",-0.16666666666666666,0.16666666666666666,negative,objective
"[('oklahoma', 'highway', 'patrol'), ('highway', 'patrol', 'tulsa'), ('patrol', 'tulsa', 'firefighter'), ('tulsa', 'firefighter', 'joined'), ('firefighter', 'joined', 'tulsa'), ('joined', 'tulsa', 'searching'), ('tulsa', 'searching', 'pond'), ('searching', 'pond', 'near'), ('pond', 'near', 'east'), ('near', 'east', 'tulsa'), ('east', 'tulsa', 'apartment'), ('tulsa', 'apartment', 'complex'), ('apartment', 'complex', '3'), ('complex', '3', 'year'), ('3', 'year', 'old'), ('year', 'old', 'miracle'), ('old', 'miracle', 'crook')]",-0.033333333333333326,0.33333333333333337,negative,objective
"[('wine', 'neither', 'office'), ('neither', 'office', 'able'), ('office', 'able', 'speak'), ('able', 'speak', 'freely'), ('speak', 'freely', 'case'), ('freely', 'case', 'due'), ('case', 'due', 'ongoing'), ('due', 'ongoing', 'investigation')]",0.2583333333333333,0.6,positive,subjective
"[('ethan', 'hunsaker', '24'), ('hunsaker', '24', 'layton'), ('24', 'layton', 'charged'), ('layton', 'charged', 'one'), ('charged', 'one', 'count'), ('one', 'count', 'first'), ('count', 'first', 'degree'), ('first', 'degree', 'murder'), ('degree', 'murder', 'layton'), ('murder', 'layton', 'news'), ('layton', 'news', 'release')]",0.25,0.3333333333333333,positive,objective
"[('bias', 'crime', 'unit'), ('crime', 'unit', 'seeking'), ('unit', 'seeking', 'help'), ('seeking', 'help', 'identifying'), ('help', 'identifying', 'man'), ('identifying', 'man', 'attacked'), ('man', 'attacked', 'spat'), ('attacked', 'spat', 'couple'), ('spat', 'couple', 'downtown')]",0.0,0.0,neutral,objective
"[('sergeant', 'travis', 'hill'), ('travis', 'hill', 'joined'), ('hill', 'joined', '2008'), ('joined', '2008', 'stellar'), ('2008', 'stellar', 'record'), ('stellar', 'record', 'per'), ('record', 'per', 'complaint'), ('per', 'complaint', 'joined'), ('complaint', 'joined', 'bike'), ('joined', 'bike', 'unit'), ('bike', 'unit', 'late'), ('unit', 'late', '2017')]",-0.09375,0.31875,negative,objective
"[('case', 'involving', 'people'), ('involving', 'people', 'color'), ('people', 'color', 'ignited'), ('color', 'ignited', 'public'), ('ignited', 'public', 'concern'), ('public', 'concern', 'bias'), ('concern', 'bias', 'use'), ('bias', 'use', 'excessive'), ('use', 'excessive', 'force')]",-0.1,0.44000000000000006,negative,objective
"[('bolo', 'walker', 'asking'), ('walker', 'asking', 'public'), ('asking', 'public', 'assistance'), ('public', 'assistance', 'connection'), ('assistance', 'connection', 'incident'), ('connection', 'incident', 'occurring'), ('incident', 'occurring', 'friday'), ('occurring', 'friday', 'walker'), ('friday', 'walker', 'approximately'), ('walker', 'approximately', '4'), ('approximately', '4', 'pm')]",-0.16,0.27999999999999997,negative,objective
"[('woody', 'found', 'several'), ('found', 'several', 'block'), ('several', 'block', 'away'), ('block', 'away', 'arrested'), ('away', 'arrested', 'charge'), ('arrested', 'charge', 'pending'), ('charge', 'pending', 'app'), ('pending', 'app', 'facebook'), ('app', 'facebook', 'oklahoma'), ('facebook', 'oklahoma', 'city')]",0.0,0.0,neutral,objective
"[('safe', 'take', 'care'), ('take', 'care', 'follower'), ('care', 'follower', 'de'), ('follower', 'de', 'moines'), ('de', 'moines', 'facebook'), ('moines', 'facebook', 'page'), ('facebook', 'page', 'de'), ('page', 'de', 'moines'), ('de', 'moines', 'save'), ('moines', 'save', 'duckling'), ('save', 'duckling', 'de'), ('duckling', 'de', 'moines'), ('de', 'moines', 'pd')]",0.5,0.5,positive,subjective
"[('asking', 'public', 'help'), ('public', 'help', 'identifying'), ('help', 'identifying', 'man'), ('identifying', 'man', 'attacked'), ('man', 'attacked', 'spat'), ('attacked', 'spat', 'according'), ('spat', 'according', 'statement')]",0.0,0.06666666666666667,neutral,objective
"[('released', 'surveillance', 'video'), ('surveillance', 'video', 'today'), ('video', 'today', 'man'), ('today', 'man', 'suspect'), ('man', 'suspect', 'armed'), ('suspect', 'armed', 'robbery'), ('armed', 'robbery', 'occurred'), ('robbery', 'occurred', 'northgate')]",0.0,0.0,neutral,objective
"[('two', 'people', 'shot'), ('people', 'shot', 'rainier'), ('shot', 'rainier', 'beach'), ('rainier', 'beach', 'anyone'), ('beach', 'anyone', 'information'), ('anyone', 'information', 'asked'), ('information', 'asked', 'violent'), ('asked', 'violent', 'crime')]",-0.8,1.0,negative,subjective
"[('injured', 'special', 'investigation'), ('special', 'investigation', 'unit'), ('investigation', 'unit', 'handling'), ('unit', 'handling', 'investigation'), ('handling', 'investigation', '2020'), ('investigation', '2020', 'cox'), ('2020', 'cox', 'medium'), ('cox', 'medium', 'group')]",0.35714285714285715,0.5714285714285714,positive,subjective
"[('meanwhile', 'van', 'four'), ('van', 'four', 'new'), ('four', 'new', 'york'), ('new', 'york', 'inside'), ('york', 'inside', 'hit'), ('inside', 'hit', 'molotov'), ('hit', 'molotov', 'cocktail'), ('molotov', 'cocktail', 'torched'), ('cocktail', 'torched', 'hundred'), ('torched', 'hundred', 'arrested'), ('hundred', 'arrested', 'nationwide')]",0.13636363636363635,0.45454545454545453,positive,objective
"[('ethical', 'behavior', 'noted'), ('behavior', 'noted', 'official'), ('noted', 'official', 'hiring'), ('official', 'hiring', 'great'), ('hiring', 'great', 'opportunity'), ('great', 'opportunity', 'u'), ('opportunity', 'u', 'see'), ('u', 'see', 'good'), ('see', 'good', 'community')]",0.6666666666666666,0.6750000000000002,positive,subjective
"[('today', 'tulsa', 'fire'), ('tulsa', 'fire', 'learned'), ('fire', 'learned', 'jerry'), ('learned', 'jerry', 'brown'), ('jerry', 'brown', 'investigation'), ('brown', 'investigation', 'subsequently'), ('investigation', 'subsequently', 'arrested'), ('subsequently', 'arrested', 'skiatook'), ('arrested', 'skiatook', 'approximately')]",-0.1,0.1875,negative,objective
"[('tulsa', 'wagoner', 'county'), ('wagoner', 'county', 'sheriff'), ('county', 'sheriff', 'office'), ('sheriff', 'office', 'wagoner'), ('office', 'wagoner', 'county'), ('wagoner', 'county', 'emergency'), ('county', 'emergency', 'management'), ('emergency', 'management', 'oklahoma'), ('management', 'oklahoma', 'highway'), ('oklahoma', 'highway', 'patrol'), ('highway', 'patrol', 'marine'), ('patrol', 'marine', 'division'), ('marine', 'division', 'cherokee'), ('division', 'cherokee', 'nation'), ('cherokee', 'nation', 'marshall')]",0.0,0.0,neutral,objective
"[('since', 'renton', 'agency'), ('renton', 'agency', 'involved'), ('agency', 'involved', 'staff'), ('involved', 'staff', 'part'), ('staff', 'part', 'viit'), ('part', 'viit', 'investigation'), ('viit', 'investigation', 'time'), ('investigation', 'time', 'staff')]",0.0,0.0,neutral,objective
"[('walk', 'away', 'speaking'), ('away', 'speaking', 'gesturing'), ('speaking', 'gesturing', 'back'), ('gesturing', 'back', 'video'), ('back', 'video', 'shared'), ('video', 'shared', 'monday'), ('shared', 'monday', 'holly'), ('monday', 'holly', 'facebook'), ('holly', 'facebook', 'page'), ('facebook', 'page', 'take'), ('page', 'take', 'long')]",-0.0125,0.1,negative,objective
"[('bias', 'crime', 'unit'), ('crime', 'unit', 'investigating'), ('unit', 'investigating', 'crime'), ('investigating', 'crime', 'targeting'), ('crime', 'targeting', 'asian'), ('targeting', 'asian', 'american'), ('asian', 'american', 'working'), ('american', 'working', 'identify'), ('working', 'identify', 'suspect'), ('identify', 'suspect', 'may')]",0.0,0.0,neutral,objective
"[('deras', 'member', 'logan'), ('member', 'logan', 'monday'), ('logan', 'monday', 'announced'), ('monday', 'announced', 'investigation'), ('announced', 'investigation', 'action'), ('investigation', 'action', 'university'), ('action', 'university', 'utah'), ('university', 'utah', 'chief'), ('utah', 'chief', 'rodney')]",0.10000000000000002,0.10000000000000002,positive,objective
"[('according', '41', 'year'), ('41', 'year', 'old'), ('year', 'old', 'man'), ('old', 'man', 'transported'), ('man', 'transported', 'harborview'), ('transported', 'harborview', 'medical'), ('harborview', 'medical', 'center'), ('medical', 'center', 'serious'), ('center', 'serious', 'injury')]",-0.060606060606060594,0.20303030303030303,negative,objective
"[('mother', 'told', 'believed'), ('told', 'believed', 'man'), ('believed', 'man', 'deputy'), ('man', 'deputy', 'clay'), ('deputy', 'clay', 'county'), ('clay', 'county', 'sheriff'), ('county', 'sheriff', 'office'), ('sheriff', 'office', 'authority'), ('office', 'authority', 'green'), ('authority', 'green', 'cove'), ('green', 'cove', 'spring')]",-0.20000000000000004,0.3,negative,objective
"[('arrested', 'man', 'suspected'), ('man', 'suspected', '2015'), ('suspected', '2015', 'death'), ('2015', 'death', 'devan'), ('death', 'devan', 'schmidt'), ('devan', 'schmidt', 'would'), ('schmidt', 'would', 'like'), ('would', 'like', 'thank'), ('like', 'thank', 'cooperation')]",0.0,0.0,neutral,objective
"[('one', 'week', 'march'), ('week', 'march', 'reported'), ('march', 'reported', 'twice'), ('reported', 'twice', 'many'), ('twice', 'many', 'business'), ('many', 'business', 'burglary'), ('business', 'burglary', 'compared'), ('burglary', 'compared', 'week'), ('compared', 'week', '2019'), ('week', '2019', 'queen'), ('2019', 'queen', 'anne')]",0.5,0.5,positive,subjective
"[('pursuant', 'kent', 'policy'), ('kent', 'policy', 'authorized'), ('policy', 'authorized', 'use'), ('authorized', 'use', 'deadly'), ('use', 'deadly', 'force'), ('deadly', 'force', 'need'), ('force', 'need', 'act'), ('need', 'act', 'self'), ('act', 'self', 'defense')]",-0.20000000000000004,0.4000000000000001,negative,objective
"[('coughing', 'licking', 'hand'), ('licking', 'hand', 'pulling'), ('hand', 'pulling', 'freezer'), ('pulling', 'freezer', 'door'), ('freezer', 'door', 'touching'), ('door', 'touching', 'food'), ('touching', 'food', 'item'), ('food', 'item', 'throughout'), ('item', 'throughout', 'store'), ('throughout', 'store', 'according'), ('store', 'according', 'sumter')]",0.5,0.5,positive,subjective
"[('sad', 'report', 'child'), ('report', 'child', 'found'), ('child', 'found', 'deceased'), ('found', 'deceased', 'would'), ('deceased', 'would', 'like'), ('would', 'like', 'information'), ('like', 'information', 'please'), ('information', 'please', 'miami'), ('please', 'miami', 'dade'), ('miami', 'dade', '305'), ('dade', '305', '476'), ('305', '476', '5423')]",-0.5,1.0,negative,subjective
"[('management', 'home', 'depot'), ('home', 'depot', 'stander'), ('depot', 'stander', 'intervene'), ('stander', 'intervene', 'help'), ('intervene', 'help', 'egregious'), ('help', 'egregious', 'party'), ('egregious', 'party', 'attack')]",0.0,0.0,neutral,objective
"[('according', 'slidell', 'shane'), ('slidell', 'shane', 'michael'), ('shane', 'michael', 'mitchell'), ('michael', 'mitchell', '30'), ('mitchell', '30', 'arnaudville'), ('30', 'arnaudville', 'arrested'), ('arnaudville', 'arrested', 'charged'), ('arrested', 'charged', 'animal'), ('charged', 'animal', 'cruelty'), ('animal', 'cruelty', 'tuesday'), ('cruelty', 'tuesday', 'connection')]",0.0,0.0,neutral,objective
"[('troy', 'smithmeyer', 'selected'), ('smithmeyer', 'selected', 'burien'), ('selected', 'burien', 'next'), ('burien', 'next', 'captain'), ('next', 'captain', 'captain'), ('captain', 'captain', 'jessica'), ('captain', 'jessica', 'sullivan'), ('jessica', 'sullivan', 'retired'), ('sullivan', 'retired', 'king'), ('retired', 'king', 'county'), ('king', 'county', 'sheriff'), ('county', 'sheriff', 'office')]",0.0,0.0,neutral,objective
"[('everett', 'launching', 'new'), ('launching', 'new', 'piece'), ('new', 'piece', 'technology'), ('piece', 'technology', 'tuesday'), ('technology', 'tuesday', 'may'), ('tuesday', 'may', '26'), ('may', '26', 'make'), ('26', 'make', 'communication'), ('make', 'communication', 'community'), ('communication', 'community', 'far'), ('community', 'far', 'efficient')]",0.1218181818181818,0.6727272727272726,positive,subjective
"[('driver', 'one', 'passenger'), ('one', 'passenger', 'died'), ('passenger', 'died', 'crash'), ('died', 'crash', 'friday'), ('crash', 'friday', 'night'), ('friday', 'night', 'tacoma'), ('night', 'tacoma', 'called'), ('tacoma', 'called', '7'), ('called', '7', 'p'), ('7', 'p', '3600'), ('p', '3600', 'block'), ('3600', 'block', 'south'), ('block', 'south', '74th'), ('south', '74th', 'street')]",0.0,0.0,neutral,objective
