description,polarity,subjectivity,polarity2,subjectivity2
"[('dead', 'include', 'mix'), ('include', 'mix', 'detective'), ('mix', 'detective', 'patrol'), ('detective', 'patrol', 'auxiliary'), ('patrol', 'auxiliary', 'civilian'), ('auxiliary', 'civilian', 'employee'), ('civilian', 'employee', 'death'), ('employee', 'death', 'began'), ('death', 'began', 'march'), ('began', 'march', '26')]",-0.2,0.4,negative,objective
"[('precinct', 'according', 'internal'), ('according', 'internal', 'crime'), ('internal', 'crime', 'database'), ('crime', 'database', 'precinct'), ('database', 'precinct', 'includes'), ('precinct', 'includes', 'downtown'), ('includes', 'downtown', 'neighborhood')]",0.0,0.0,neutral,objective
"[('detective', 'recovered', 'one'), ('recovered', 'one', 'memorial'), ('one', 'memorial', 'gate'), ('memorial', 'gate', 'stolen'), ('gate', 'stolen', 'washington'), ('stolen', 'washington', 'park'), ('washington', 'park', 'arboretum'), ('park', 'arboretum', 'march'), ('arboretum', 'march', '19')]",0.0,0.0,neutral,objective
"[('arrested', '35', 'year'), ('35', 'year', 'old'), ('year', 'old', 'suspect'), ('old', 'suspect', 'several'), ('suspect', 'several', 'warrant'), ('several', 'warrant', 'name'), ('warrant', 'name', 'investigator'), ('name', 'investigator', 'believe'), ('investigator', 'believe', 'suspect'), ('believe', 'suspect', 'involved'), ('suspect', 'involved', 'least')]",7.93016446160826e-18,0.14285714285714285,negative,objective
"[('restaurant', 'wishing', 'report'), ('wishing', 'report', 'violation'), ('report', 'violation', 'commission'), ('violation', 'commission', 'cap'), ('commission', 'cap', 'nonemergency'), ('cap', 'nonemergency', 'line'), ('nonemergency', 'line', '206'), ('line', '206', '625'), ('206', '625', '5011')]",0.0,0.0,neutral,objective
"[('reynolds', 'oak', 'park'), ('oak', 'park', 'chief'), ('park', 'chief', 'also'), ('chief', 'also', 'offered'), ('also', 'offered', 'sympathy'), ('offered', 'sympathy', 'johnson'), ('sympathy', 'johnson', 'jones'), ('johnson', 'jones', 'loved'), ('jones', 'loved', 'one'), ('loved', 'one', 'let'), ('one', 'let', 'behalf'), ('let', 'behalf', 'oak'), ('behalf', 'oak', 'park'), ('oak', 'park', 'want'), ('park', 'want', 'offer')]",0.6999999999999998,0.8000000000000002,positive,subjective
"[('4', '34', 'pm'), ('34', 'pm', 'enforcement'), ('pm', 'enforcement', 'starting'), ('enforcement', 'starting', 'low'), ('starting', 'low', 'bridge'), ('low', 'bridge', 'week'), ('bridge', 'week', 'working'), ('week', 'working', 'partner')]",0.0,0.19999999999999998,neutral,objective
"[('2018', 'clyde', 'hill'), ('clyde', 'hill', 'sent'), ('hill', 'sent', 'prosecutor'), ('sent', 'prosecutor', 'file'), ('prosecutor', 'file', 'time'), ('file', 'time', 'filed'), ('time', 'filed', 'public'), ('filed', 'public', 'disclosure'), ('public', 'disclosure', 'request'), ('disclosure', 'request', 'january')]",0.0,0.06666666666666667,neutral,objective
"[('mercer', 'island', 'woke'), ('island', 'woke', 'occupant'), ('woke', 'occupant', 'demanded'), ('occupant', 'demanded', 'personal'), ('demanded', 'personal', 'item'), ('personal', 'item', 'money'), ('item', 'money', 'brandishing'), ('money', 'brandishing', 'handgun'), ('brandishing', 'handgun', 'statement')]",0.0,0.3,neutral,objective
"[('everyone', 'staying', 'home'), ('staying', 'home', 'day'), ('home', 'day', 'wonder'), ('day', 'wonder', 'time'), ('wonder', 'time', 'last'), ('time', 'last', 'year'), ('last', 'year', 'according'), ('year', 'according', 'auto'), ('according', 'auto', 'theft'), ('auto', 'theft', 'unit'), ('theft', 'unit', 'lt'), ('unit', 'lt', 'tom'), ('lt', 'tom', 'yoon')]",0.0,0.06666666666666667,neutral,objective
"[('arrested', 'lynch', 'booked'), ('lynch', 'booked', 'chicopee'), ('booked', 'chicopee', 'bail'), ('chicopee', 'bail', 'revoked'), ('bail', 'revoked', 'lynch'), ('revoked', 'lynch', 'taken'), ('lynch', 'taken', 'ludlow'), ('taken', 'ludlow', 'correctional'), ('ludlow', 'correctional', 'facility')]",0.0,0.0,neutral,objective
"[('karen', 'lee', 'spencer'), ('lee', 'spencer', 'last'), ('spencer', 'last', 'seen'), ('last', 'seen', 'alive'), ('seen', 'alive', 'nov'), ('alive', 'nov', '29'), ('nov', '29', '1972'), ('29', '1972', 'according'), ('1972', 'according', 'fairfax'), ('according', 'fairfax', 'county'), ('fairfax', 'county', 'body'), ('county', 'body', 'discovered'), ('body', 'discovered', 'dec'), ('discovered', 'dec', '2'), ('dec', '2', 'group')]",0.05000000000000001,0.2333333333333333,negative,objective
"[('two', 'university', 'washington'), ('university', 'washington', 'california'), ('washington', 'california', 'investigating'), ('california', 'investigating', 'time'), ('investigating', 'time', 'report'), ('time', 'report', 'linking'), ('report', 'linking', 'incoming'), ('linking', 'incoming', 'scholarship'), ('incoming', 'scholarship', 'recruit'), ('scholarship', 'recruit', '2018')]",0.0,0.0,neutral,objective
"[('spokesperson', 'det', 'mark'), ('det', 'mark', 'jamieson'), ('mark', 'jamieson', 'tell'), ('jamieson', 'tell', 'wsb'), ('tell', 'wsb', 'investigator'), ('wsb', 'investigator', 'subsequently'), ('investigator', 'subsequently', 'want'), ('subsequently', 'want', 'personally'), ('want', 'personally', 'thank'), ('personally', 'thank', 'work')]",0.0,0.17500000000000002,neutral,objective
"[('burien', 'u', 'postal'), ('u', 'postal', 'inspector'), ('postal', 'inspector', 'worked'), ('inspector', 'worked', 'burien'), ('worked', 'burien', 'king'), ('burien', 'king', 'county'), ('king', 'county', 'sheriff'), ('county', 'sheriff', 'office'), ('sheriff', 'office', 'bust'), ('office', 'bust', 'two'), ('bust', 'two', 'alleged'), ('two', 'alleged', 'mail'), ('alleged', 'mail', 'thief'), ('mail', 'thief', 'act')]",-0.10000000000000002,0.10000000000000002,negative,objective
"[('detective', 'arrested', 'calixto'), ('arrested', 'calixto', 'thursday'), ('calixto', 'thursday', 'according'), ('thursday', 'according', 'miller'), ('according', 'miller', 'already'), ('miller', 'already', 'jail'), ('already', 'jail', 'connection'), ('jail', 'connection', 'unrelated')]",-0.10000000000000002,0.0,negative,objective
"[('new', 'york', 'reported'), ('york', 'reported', 'week'), ('reported', 'week', 'dozen'), ('week', 'dozen', 'died'), ('dozen', 'died', 'virus'), ('died', 'virus', '20'), ('virus', '20', 'percent'), ('20', 'percent', 'uniformed'), ('percent', 'uniformed', 'workforce'), ('uniformed', 'workforce', 'sick')]",-0.288961038961039,0.6558441558441558,negative,subjective
"[('new', 'york', 'man'), ('york', 'man', 'accused'), ('man', 'accused', 'sucker'), ('accused', 'sucker', 'punching'), ('sucker', 'punching', 'new'), ('punching', 'new', 'york'), ('new', 'york', 'city'), ('york', 'city', 'video'), ('city', 'video', 'assisted'), ('video', 'assisted', 'tuesday'), ('assisted', 'tuesday', 'robbery'), ('tuesday', 'robbery', 'arrest')]",-0.050568181818181825,0.5272727272727272,negative,subjective
"[('april', '9', 'detective'), ('9', 'detective', 'major'), ('detective', 'major', 'crime'), ('major', 'crime', 'task'), ('crime', 'task', 'force'), ('task', 'force', 'conducting'), ('force', 'conducting', 'operation'), ('conducting', 'operation', 'targeting'), ('operation', 'targeting', 'alleged'), ('targeting', 'alleged', 'prolific'), ('alleged', 'prolific', 'auto'), ('prolific', 'auto', 'thief')]",-0.018750000000000003,0.30000000000000004,negative,objective
"[('jupiter', 'asking', 'help'), ('asking', 'help', 'information'), ('help', 'information', 'regarding'), ('information', 'regarding', 'whereabouts'), ('regarding', 'whereabouts', 'gretchen'), ('whereabouts', 'gretchen', 'anthony'), ('gretchen', 'anthony', 'detective'), ('anthony', 'detective', 'still'), ('detective', 'still', 'actively')]",-0.13333333333333333,0.6,negative,subjective
"[('message', 'also', 'link'), ('also', 'link', 'information'), ('link', 'information', 'app'), ('information', 'app', 'facebook'), ('app', 'facebook', 'thomaston')]",0.0,0.0,neutral,objective
"[('kau', 'kau', 'buy'), ('kau', 'buy', 'food'), ('buy', 'food', 'found'), ('food', 'found', 'door'), ('found', 'door', 'busted'), ('door', 'busted', 'open'), ('busted', 'open', 'called'), ('open', 'called', 'chang'), ('called', 'chang', 'entered'), ('chang', 'entered', 'restaurant'), ('entered', 'restaurant', 'called')]",0.0,0.5,neutral,subjective
"[('tradition', 'may', 'day'), ('may', 'day', 'celebration'), ('day', 'celebration', 'worker'), ('celebration', 'worker', 'indigenous'), ('worker', 'indigenous', 'right'), ('indigenous', 'right', 'may'), ('right', 'may', 'day'), ('may', 'day', 'festivity'), ('day', 'festivity', 'march'), ('festivity', 'march', 'massive'), ('march', 'massive', 'presence'), ('massive', 'presence', 'passed')]",0.14285714285714285,0.7678571428571429,positive,subjective
"[('miami', 'dade', 'chief'), ('dade', 'chief', 'jorge'), ('chief', 'jorge', 'colina'), ('jorge', 'colina', 'saturday'), ('colina', 'saturday', 'day'), ('saturday', 'day', 'confrontation'), ('day', 'confrontation', 'investigated'), ('confrontation', 'investigated', 'city'), ('investigated', 'city', 'miami')]",0.0,0.0,neutral,objective
"[('according', 'arrest', 'report'), ('arrest', 'report', 'fort'), ('report', 'fort', 'walton'), ('fort', 'walton', 'beach'), ('walton', 'beach', 'woodyatt'), ('beach', 'woodyatt', 'ignored'), ('woodyatt', 'ignored', 'motorist'), ('ignored', 'motorist', 'prevented'), ('motorist', 'prevented', 'people'), ('prevented', 'people', 'helping'), ('people', 'helping', 'dog')]",-0.05,0.0,negative,objective
"[('3', '23pm', 'public'), ('23pm', 'public', 'health'), ('public', 'health', 'king'), ('health', 'king', 'county'), ('king', 'county', 'reporting'), ('county', 'reporting', '11'), ('reporting', '11', 'new'), ('11', 'new', 'death'), ('new', 'death', '8'), ('death', '8', '19am'), ('8', '19am', 'seen'), ('19am', 'seen', '21'), ('seen', '21', 'increase'), ('21', 'increase', 'report')]",0.06818181818181818,0.2606060606060606,negative,objective
"[('tuesday', 'charge', 'first'), ('charge', 'first', 'degree'), ('first', 'degree', 'strangulation'), ('degree', 'strangulation', 'three'), ('strangulation', 'three', 'count'), ('three', 'count', 'harassment'), ('count', 'harassment', 'according'), ('harassment', 'according', 'official'), ('according', 'official', 'louisville'), ('official', 'louisville', 'metro')]",0.25,0.3333333333333333,positive,objective
"[('eugene', 'oregon', 'considering'), ('oregon', 'considering', 'using'), ('considering', 'using', 'cost'), ('using', 'cost', '20'), ('cost', '20', '000'), ('20', '000', '85'), ('000', '85', '000'), ('85', '000', 'cited'), ('000', 'cited', 'coverage'), ('cited', 'coverage', 'watched')]",0.0,0.0,neutral,objective
"[('first', 'heard', 'park'), ('heard', 'park', 'foundation'), ('park', 'foundation', 'six'), ('foundation', 'six', 'year'), ('six', 'year', 'ago'), ('year', 'ago', 'presentation'), ('ago', 'presentation', 'led'), ('presentation', 'led', 'detective'), ('led', 'detective', 'denise'), ('detective', 'denise', 'cookie'), ('denise', 'cookie', 'bouldin')]",0.25,0.3333333333333333,positive,objective
"[('money', 'would', 'gone'), ('would', 'gone', 'general'), ('gone', 'general', 'fund'), ('general', 'fund', 'pay'), ('fund', 'pay', 'thing'), ('pay', 'thing', 'like'), ('thing', 'like', 'city'), ('like', 'city', 'park'), ('city', 'park', 'many'), ('park', 'many', 'people'), ('many', 'people', 'suffered')]",0.27499999999999997,0.5,positive,subjective
"[('arrested', 'three', 'people'), ('three', 'people', 'still'), ('people', 'still', 'searching'), ('still', 'searching', 'one'), ('searching', 'one', 'shot'), ('one', 'shot', 'fired'), ('shot', 'fired', 'west'), ('fired', 'west', 'early'), ('west', 'early', 'friday'), ('early', 'friday', 'evening'), ('friday', 'evening', 'dispatched')]",0.10000000000000002,0.3,positive,objective
"[('arrested', 'rocco', 'gingello'), ('rocco', 'gingello', '18'), ('gingello', '18', 'gate'), ('18', 'gate', 'alexis'), ('gate', 'alexis', 'gingello'), ('alexis', 'gingello', '19'), ('gingello', '19', 'able'), ('19', 'able', 'find'), ('able', 'find', 'car'), ('find', 'car', 'later'), ('car', 'later', 'help'), ('later', 'help', 'ogden')]",0.25,0.3125,positive,objective
"[('king', 'county', 'prosecutor'), ('county', 'prosecutor', 'office'), ('prosecutor', 'office', 'declined'), ('office', 'declined', 'file'), ('declined', 'file', 'criminal'), ('file', 'criminal', 'charge'), ('criminal', 'charge', 'investigation'), ('charge', 'investigation', 'led'), ('investigation', 'led', 'clyde'), ('led', 'clyde', 'hill')]",-0.4000000000000001,0.55,negative,subjective
"[('thank', 'kcso', 'another'), ('kcso', 'another', 'bad'), ('another', 'bad', 'guy'), ('bad', 'guy', 'street'), ('guy', 'street', 'powered'), ('street', 'powered', 'wptouch'), ('powered', 'wptouch', 'mobile')]",-0.6999999999999998,0.6666666666666666,negative,subjective
"[('tukwila', 'tukwila', 'april'), ('tukwila', 'april', '20'), ('april', '20', '2020'), ('20', '2020', '7'), ('2020', '7', '42'), ('7', '42', 'pm'), ('42', 'pm', 'pdt'), ('pm', 'pdt', 'kiro'), ('pdt', 'kiro', '7'), ('kiro', '7', 'news'), ('7', 'news', 'staff'), ('news', 'staff', 'tukwila'), ('staff', 'tukwila', 'wash'), ('tukwila', 'wash', 'investigating')]",0.0,0.0,neutral,objective
"[('photo', 'courtesy', 'layoff'), ('courtesy', 'layoff', 'todd'), ('layoff', 'todd', 'herman'), ('todd', 'herman', 'todd'), ('herman', 'todd', 'herman'), ('todd', 'herman', 'show'), ('herman', 'show', 'note'), ('show', 'note', '7'), ('note', '7', '9'), ('7', '9', '2021'), ('9', '2021', 'interim'), ('2021', 'interim', 'chief'), ('interim', 'chief', 'adrian'), ('chief', 'adrian', 'diaz')]",0.0,0.0,neutral,objective
"[('brockton', 'massachusetts', 'sent'), ('massachusetts', 'sent', 'memo'), ('sent', 'memo', 'warning'), ('memo', 'warning', 'chinese'), ('warning', 'chinese', 'made'), ('chinese', 'made', 'kn95'), ('made', 'kn95', 'mask'), ('kn95', 'mask', 'mask'), ('mask', 'mask', 'really')]",0.05,0.05,negative,objective
"[('even', 'better', 'captured'), ('better', 'captured', 'dog'), ('captured', 'dog', 'bite'), ('dog', 'bite', 'sillygoose'), ('bite', 'sillygoose', 'april'), ('sillygoose', 'april', '28'), ('april', '28', '2020'), ('28', '2020', '8'), ('2020', '8', '34'), ('8', '34', 'bravo')]",0.5,0.5,positive,subjective
"[('number', 'prepared', 'respond'), ('prepared', 'respond', 'best'), ('respond', 'best', 'start'), ('best', 'start', 'asking'), ('start', 'asking', 'people'), ('asking', 'people', 'voluntarily'), ('people', 'voluntarily', 'comply')]",1.0,0.3,positive,objective
"[('get', 'em', 'would'), ('em', 'would', 'prefer'), ('would', 'prefer', 'tax'), ('prefer', 'tax', 'dollar'), ('tax', 'dollar', 'go'), ('dollar', 'go', 'enforcement'), ('go', 'enforcement', 'actual'), ('enforcement', 'actual', 'law'), ('actual', 'law', 'people'), ('law', 'people', 'committing'), ('people', 'committing', 'crime')]",0.0,0.10000000000000002,neutral,objective
"[('bellevue', 'seen', 'sharp'), ('seen', 'sharp', 'rise'), ('sharp', 'rise', 'mail'), ('rise', 'mail', 'theft'), ('mail', 'theft', 'april'), ('theft', 'april', 'compared'), ('april', 'compared', 'time'), ('compared', 'time', 'last'), ('time', 'last', 'year'), ('last', 'year', 'investigator')]",-0.0625,0.40833333333333344,negative,objective
"[('long', 'investigation', 'closed'), ('investigation', 'closed', 'denny'), ('closed', 'denny', 'harvard'), ('denny', 'harvard', 'fire'), ('harvard', 'fire', 'called'), ('fire', 'called', 'area'), ('called', 'area', '5'), ('area', '5', 'pm'), ('5', 'pm', 'along'), ('pm', 'along', 'try'), ('along', 'try', 'find')]",-0.0875,0.175,negative,objective
"[('referred', 'request', 'comment'), ('request', 'comment', 'park'), ('comment', 'park', 'recreation'), ('park', 'recreation', 'park'), ('recreation', 'park', 'immediately'), ('park', 'immediately', 'comment'), ('immediately', 'comment', 'sydney')]",0.0,0.0,neutral,objective
"[('car', 'filled', 'intersection'), ('filled', 'intersection', '20th'), ('intersection', '20th', 'union'), ('20th', 'union', 'late'), ('union', 'late', 'tuesday'), ('late', 'tuesday', 'night'), ('tuesday', 'night', 'chs'), ('night', 'chs', 'yet'), ('chs', 'yet', 'reported'), ('yet', 'reported', 'total'), ('reported', 'total', 'crime'), ('total', 'crime', 'including')]",-0.009090909090909089,0.5318181818181817,negative,subjective
"[('photo', 'courtesy', 'layoff'), ('courtesy', 'layoff', 'todd'), ('layoff', 'todd', 'herman'), ('todd', 'herman', 'todd'), ('herman', 'todd', 'herman'), ('todd', 'herman', 'show'), ('herman', 'show', 'note'), ('show', 'note', '7'), ('note', '7', '9'), ('7', '9', '2021'), ('9', '2021', 'interim'), ('2021', 'interim', 'chief'), ('interim', 'chief', 'adrian'), ('chief', 'adrian', 'diaz')]",0.0,0.0,neutral,objective
"[('cpl', 'dustin', 'huberdeau'), ('dustin', 'huberdeau', 'issaquah'), ('huberdeau', 'issaquah', 'advertising')]",0.0,0.0,neutral,objective
"[('also', 'double', 'number'), ('double', 'number', 'red'), ('number', 'red', 'light'), ('red', 'light', 'camera'), ('light', 'camera', 'add'), ('camera', 'add', 'safety'), ('add', 'safety', 'camera'), ('safety', 'camera', 'five'), ('camera', 'five', 'new'), ('five', 'new', 'school'), ('new', 'school', 'zone'), ('school', 'zone', 'provide'), ('zone', 'provide', '1'), ('provide', '1', '200')]",0.14628099173553719,0.3148760330578512,positive,objective
"[('bainbridge', 'dy', 'symptom'), ('dy', 'symptom', 'similar'), ('symptom', 'similar', 'covid'), ('similar', 'covid', '19'), ('covid', '19', 'kurt'), ('19', 'kurt', 'enget'), ('kurt', 'enget', 'five'), ('enget', 'five', 'year'), ('five', 'year', 'veteran'), ('year', 'veteran', 'bainbridge'), ('veteran', 'bainbridge', 'island'), ('bainbridge', 'island', 'died'), ('island', 'died', 'friday')]",0.0,0.20000000000000004,neutral,objective
"[('going', 'bellevue', 'city'), ('bellevue', 'city', 'rest'), ('city', 'rest', 'home'), ('rest', 'home', 'nursing'), ('home', 'nursing', 'home'), ('nursing', 'home', 'state'), ('home', 'state', 'oregon'), ('state', 'oregon', 'washington')]",0.0,0.0,neutral,objective
"[('angie', 'bennett', 'spokeswoman'), ('bennett', 'spokeswoman', 'huntington'), ('spokeswoman', 'huntington', 'beach'), ('huntington', 'beach', 'one'), ('beach', 'one', 'cited'), ('one', 'cited', 'violating'), ('cited', 'violating', 'social'), ('violating', 'social', 'distancing'), ('social', 'distancing', 'guideline'), ('distancing', 'guideline', 'beach')]",0.03333333333333333,0.06666666666666667,negative,objective
"[('according', 'arrest', 'warrant'), ('arrest', 'warrant', 'knoxville'), ('warrant', 'knoxville', 'investigator'), ('knoxville', 'investigator', 'preston'), ('investigator', 'preston', 'whillock'), ('preston', 'whillock', 'knoxville'), ('whillock', 'knoxville', 'called'), ('knoxville', 'called', 'ridgebrook'), ('called', 'ridgebrook', 'apartment')]",-0.05,0.0,negative,objective
"[('reid', 'investigation', 'lake'), ('investigation', 'lake', 'stevens'), ('lake', 'stevens', 'domestic'), ('stevens', 'domestic', 'violence'), ('domestic', 'violence', 'charge'), ('violence', 'charge', 'involving'), ('charge', 'involving', 'fiancé'), ('involving', 'fiancé', 'official')]",0.0,0.10000000000000002,neutral,objective
"[('wendy', 'haddow', 'tacoma'), ('haddow', 'tacoma', 'expired'), ('tacoma', 'expired', 'car'), ('expired', 'car', 'tab'), ('car', 'tab', 'currently'), ('tab', 'currently', 'priority'), ('currently', 'priority', 'realize'), ('priority', 'realize', 'difficulty'), ('realize', 'difficulty', 'community')]",0.0,0.4000000000000001,neutral,objective
"[('neither', 'state', 'quarantine'), ('state', 'quarantine', 'requirement'), ('quarantine', 'requirement', 'arriving'), ('requirement', 'arriving', 'traveler'), ('arriving', 'traveler', 'linda'), ('traveler', 'linda', 'kuehn'), ('linda', 'kuehn', 'spokeswoman'), ('kuehn', 'spokeswoman', 'virginia'), ('spokeswoman', 'virginia', 'beach')]",0.0,0.0,neutral,objective
"[('sent', 'picture', 'tool'), ('picture', 'tool', 'large'), ('tool', 'large', 'jack'), ('large', 'jack', 'hammer'), ('jack', 'hammer', 'black'), ('hammer', 'black', 'case'), ('black', 'case', 'milwaukee'), ('case', 'milwaukee', 'cordless'), ('milwaukee', 'cordless', 'rotohammer'), ('cordless', 'rotohammer', 'cordless'), ('rotohammer', 'cordless', 'rotohammer')]",0.02380952380952381,0.4309523809523809,negative,objective
"[('12', '10', 'pm'), ('10', 'pm', 'three'), ('pm', 'three', 'car'), ('three', 'car', 'crash'), ('car', 'crash', 'reported'), ('crash', 'reported', 'delridge'), ('reported', 'delridge', 'orchard'), ('delridge', 'orchard', 'sfd'), ('orchard', 'sfd', 'enough'), ('sfd', 'enough', 'traffic'), ('enough', 'traffic', 'traffic')]",0.0,0.5,neutral,subjective
"[('following', 'investigation', 'led'), ('investigation', 'led', 'clyde'), ('led', 'clyde', 'hill'), ('clyde', 'hill', 'reported'), ('hill', 'reported', 'time'), ('reported', 'time', 'incoming'), ('time', 'incoming', 'undergraduate'), ('incoming', 'undergraduate', 'student'), ('undergraduate', 'student', 'fall')]",0.0,0.1,neutral,objective
"[('according', 'longmeadow', 'passerby'), ('longmeadow', 'passerby', 'spotted'), ('passerby', 'spotted', 'suspicious'), ('spotted', 'suspicious', 'item'), ('suspicious', 'item', 'fortunately'), ('item', 'fortunately', 'damage'), ('fortunately', 'damage', 'longmeadow')]",0.4000000000000001,0.6999999999999998,positive,subjective
"[('dark', 'blue', 'green'), ('blue', 'green', 'spoiler'), ('green', 'spoiler', 'plate'), ('spoiler', 'plate', 'number'), ('plate', 'number', 'bcx'), ('number', 'bcx', '9718'), ('bcx', '9718', 'stock'), ('9718', 'stock', 'photo'), ('stock', 'photo', 'identical'), ('photo', 'identical', 'car'), ('identical', 'car', 'incident'), ('car', 'incident', 'number'), ('incident', 'number', '2020'), ('number', '2020', '115904')]",-0.125,0.25,negative,objective
"[('aaron', 'snell', 'spokesman'), ('snell', 'spokesman', 'everett'), ('spokesman', 'everett', 'received'), ('everett', 'received', 'everett'), ('received', 'everett', 'thursday'), ('everett', 'thursday', 'evening'), ('thursday', 'evening', 'one'), ('evening', 'one', 'men'), ('one', 'men', 'died')]",0.0,0.0,neutral,objective
"[('weekly', 'classic', 'best'), ('classic', 'best', 'dining'), ('best', 'dining', 'guide'), ('dining', 'guide', 'protest'), ('guide', 'protest', 'guide'), ('protest', 'guide', 'marketplace'), ('guide', 'marketplace', 'prosthetic'), ('marketplace', 'prosthetic', 'leg'), ('prosthetic', 'leg', 'auburn'), ('leg', 'auburn', 'cop'), ('auburn', 'cop', 'want'), ('cop', 'want', 'know'), ('want', 'know', 'whose')]",0.6666666666666667,0.24666666666666667,positive,objective
"[('oakland', 'topped', 'ranking'), ('topped', 'ranking', '7'), ('ranking', '7', '08'), ('7', '08', 'theft'), ('08', 'theft', 'per'), ('theft', 'per', '1'), ('per', '1', '000'), ('1', '000', 'national'), ('000', 'national', 'average'), ('national', 'average', 'two'), ('average', 'two', 'car'), ('two', 'car', 'stolen'), ('car', 'stolen', 'per'), ('stolen', 'per', '1'), ('per', '1', '000'), ('1', '000', 'people'), ('000', 'people', 'kent'), ('people', 'kent', 'chief'), ('kent', 'chief', 'rafael'), ('chief', 'rafael', 'padilla')]",-0.15,0.39999999999999997,negative,objective
"[('bishop', 'failed', 'social'), ('failed', 'social', 'worker'), ('social', 'worker', 'however'), ('worker', 'however', 'pequea'), ('however', 'pequea', 'township'), ('pequea', 'township', 'detective'), ('township', 'detective', 'sgt'), ('detective', 'sgt', 'robert'), ('sgt', 'robert', 'burger'), ('robert', 'burger', 'charged'), ('burger', 'charged', 'esh'), ('charged', 'esh', 'felony'), ('esh', 'felony', 'misdemeanor')]",-0.18,0.15999999999999998,negative,objective
"[('authority', 'u', 'postal'), ('u', 'postal', 'inspection'), ('postal', 'inspection', 'service'), ('inspection', 'service', 'indianapolis'), ('service', 'indianapolis', 'metropolitan'), ('indianapolis', 'metropolitan', 'federal'), ('metropolitan', 'federal', 'bureau'), ('federal', 'bureau', 'investigation'), ('bureau', 'investigation', 'arrested'), ('investigation', 'arrested', 'tony')]",0.0,0.0,neutral,objective
"[('weekly', 'classic', 'best'), ('classic', 'best', 'dining'), ('best', 'dining', 'guide'), ('dining', 'guide', 'protest'), ('guide', 'protest', 'guide'), ('protest', 'guide', 'marketplace'), ('guide', 'marketplace', 'prosthetic'), ('marketplace', 'prosthetic', 'leg'), ('prosthetic', 'leg', 'auburn'), ('leg', 'auburn', 'cop'), ('auburn', 'cop', 'want'), ('cop', 'want', 'know'), ('want', 'know', 'whose')]",0.6666666666666667,0.24666666666666667,positive,objective
"[('chief', 'carmen', 'best'), ('carmen', 'best', 'mayor'), ('best', 'mayor', 'jenny'), ('mayor', 'jenny', 'durkan'), ('jenny', 'durkan', 'downtown'), ('durkan', 'downtown', '9'), ('downtown', '9', 'surveying'), ('9', 'surveying', 'damage'), ('surveying', 'damage', 'speaking'), ('damage', 'speaking', 'volunteer'), ('speaking', 'volunteer', 'helping')]",1.0,0.3,positive,objective
"[('man', 'death', 'custody'), ('death', 'custody', 'sparked'), ('custody', 'sparked', 'another'), ('sparked', 'another', 'night'), ('another', 'night', 'protest'), ('night', 'protest', 'hundred'), ('protest', 'hundred', 'protester'), ('hundred', 'protester', 'gathered'), ('protester', 'gathered', 'near'), ('gathered', 'near', 'minneapolis')]",0.1,0.4,positive,objective
"[('city', 'asked', 'federal'), ('asked', 'federal', 'judge'), ('federal', 'judge', 'terminate'), ('judge', 'terminate', 'consent'), ('terminate', 'consent', 'decree'), ('consent', 'decree', 'sustainment'), ('decree', 'sustainment', 'plan'), ('sustainment', 'plan', 'arguing'), ('plan', 'arguing', 'enacted')]",0.0,0.0,neutral,objective
"[('faced', 'question', 'tactic'), ('question', 'tactic', 'including'), ('tactic', 'including', 'use'), ('including', 'use', 'flash'), ('use', 'flash', 'bang'), ('flash', 'bang', 'dispersed'), ('bang', 'dispersed', 'people'), ('dispersed', 'people', 'saturday')]",0.0,0.0,neutral,objective
"[('mayor', 'jenny', 'durkan'), ('jenny', 'durkan', 'joined'), ('durkan', 'joined', 'chief'), ('joined', 'chief', 'carmen'), ('chief', 'carmen', 'best'), ('carmen', 'best', 'fire'), ('best', 'fire', 'high'), ('fire', 'high', 'level'), ('high', 'level', 'training')]",0.5800000000000001,0.42,positive,objective
"[('first', 'organized', 'group'), ('organized', 'group', 'called'), ('group', 'called', 'justice'), ('called', 'justice', 'george'), ('justice', 'george', 'floyd'), ('george', 'floyd', 'held'), ('floyd', 'held', 'noon'), ('held', 'noon', 'headquarters'), ('noon', 'headquarters', '610'), ('headquarters', '610', 'fifth'), ('610', 'fifth', 'ave')]",0.25,0.3333333333333333,positive,objective
"[('chief', 'carmen', 'best'), ('carmen', 'best', 'mayor'), ('best', 'mayor', 'jenny'), ('mayor', 'jenny', 'durkan'), ('jenny', 'durkan', 'downtown'), ('durkan', 'downtown', '9'), ('downtown', '9', 'surveying'), ('9', 'surveying', 'damage'), ('surveying', 'damage', 'speaking'), ('damage', 'speaking', 'volunteer'), ('speaking', 'volunteer', 'helping')]",1.0,0.3,positive,objective
"[('chance', 'right', 'looking'), ('right', 'looking', 'post'), ('looking', 'post', 'something'), ('post', 'something', 'regard'), ('something', 'regard', 'port'), ('regard', 'port', 'handling'), ('port', 'handling', 'allegation'), ('handling', 'allegation', 'greg')]",0.2857142857142857,0.5357142857142857,positive,subjective
"[('national', 'guard', 'stand'), ('guard', 'stand', 'assist'), ('stand', 'assist', 'requested'), ('assist', 'requested', 'mayor'), ('requested', 'mayor', 'durkan'), ('mayor', 'durkan', 'inslee'), ('durkan', 'inslee', 'utilized')]",0.0,0.0,neutral,objective
