title,media,date,desc,link,Local,newtrititle,newtridesc
"['lost', 'good', 'one', 'local', 'question', 'future', 'law', 'enforcement', 'amid', 'intense', 'backlash', 'civil', 'unrest']",Q13 FOX,2020-06-01 00:00:00,"['clash', 'protester', 'escalating', 'reducing', 'funding', '50', 'percent']",https://www.q13fox.com/news/you-lost-a-good-one-local-officers-question-future-in-law-enforcement-amid-intense-backlash-civil-unrest,0,"[('lost', 'good', 'one'), ('good', 'one', 'local'), ('one', 'local', 'question'), ('local', 'question', 'future'), ('question', 'future', 'law'), ('future', 'law', 'enforcement'), ('law', 'enforcement', 'amid'), ('enforcement', 'amid', 'intense'), ('amid', 'intense', 'backlash'), ('intense', 'backlash', 'civil'), ('backlash', 'civil', 'unrest')]","[('clash', 'protester', 'escalating'), ('protester', 'escalating', 'reducing'), ('escalating', 'reducing', 'funding'), ('reducing', 'funding', '50'), ('funding', '50', 'percent')]"
"['tacoma', 'woman', 'charged', 'allegedly', 'setting', 'vehicle', 'fire', 'protest']",KING 5,2020-06-01 00:00:00,"['margaret', 'channon', 'charged', 'five', 'federal', 'count', 'arson', 'burning', 'five', 'vehicle', 'area', '6th', 'pine', 'street']",https://www.king5.com/article/news/local/protests/tacoma-woman-charged-for-allegedly-setting-seattle-police-vehicles-on-fire-during-protests/281-fbe87113-81d2-48cf-a287-ede50bb84782,0,"[('tacoma', 'woman', 'charged'), ('woman', 'charged', 'allegedly'), ('charged', 'allegedly', 'setting'), ('allegedly', 'setting', 'vehicle'), ('setting', 'vehicle', 'fire'), ('vehicle', 'fire', 'protest')]","[('margaret', 'channon', 'charged'), ('channon', 'charged', 'five'), ('charged', 'five', 'federal'), ('five', 'federal', 'count'), ('federal', 'count', 'arson'), ('count', 'arson', 'burning'), ('arson', 'burning', 'five'), ('burning', 'five', 'vehicle'), ('five', 'vehicle', 'area'), ('vehicle', 'area', '6th'), ('area', '6th', 'pine'), ('6th', 'pine', 'street')]"
"['school', 'chief', 'school', 'board', 'announce', 'intention', 'suspend', 'partnership']",The Seattle Times,2020-06-01 00:00:00,"['public', 'school', 'superintendent', 'denise', 'juneau', 'tuesday', 'announced', 'effort', 'suspend', 'district', 'partnership']",https://www.seattletimes.com/seattle-news/education/seattle-schools-chief-announces-one-year-suspension-of-partnership-with-seattle-police-department/,0,"[('school', 'chief', 'school'), ('chief', 'school', 'board'), ('school', 'board', 'announce'), ('board', 'announce', 'intention'), ('announce', 'intention', 'suspend'), ('intention', 'suspend', 'partnership')]","[('public', 'school', 'superintendent'), ('school', 'superintendent', 'denise'), ('superintendent', 'denise', 'juneau'), ('denise', 'juneau', 'tuesday'), ('juneau', 'tuesday', 'announced'), ('tuesday', 'announced', 'effort'), ('announced', 'effort', 'suspend'), ('effort', 'suspend', 'district'), ('suspend', 'district', 'partnership')]"
"['armed', 'protester', 'protect', 'east', 'precinct', 'building']",KIRO-TV,2020-06-01 00:00:00,"['badge', 'anything', 'one', 'stop', 'raz', 'simone', 'musician', 'protester']",https://www.kiro7.com/news/local/armed-protesters-protect-east-precinct-police-building-after-officers-leave-area/4FC5C34P25BUVHDAACD4IMLT5I/,0,"[('armed', 'protester', 'protect'), ('protester', 'protect', 'east'), ('protect', 'east', 'precinct'), ('east', 'precinct', 'building')]","[('badge', 'anything', 'one'), ('anything', 'one', 'stop'), ('one', 'stop', 'raz'), ('stop', 'raz', 'simone'), ('raz', 'simone', 'musician'), ('simone', 'musician', 'protester')]"
"['arrest', 'woman', 'friday', 'night', 'protest', 'outside', 'west', 'precinct']",KOMO,2020-06-01 00:00:00,"['wa', 'june', '15', 'protester', 'gather', 'west', 'precinct', 'marching', 'free', 'zone', 'known', 'capitol', 'hill']",https://komonews.com/news/local/seattle-police-arrested-a-woman-last-night-at-a-protest-outside-the-west-precinct,0,"[('arrest', 'woman', 'friday'), ('woman', 'friday', 'night'), ('friday', 'night', 'protest'), ('night', 'protest', 'outside'), ('protest', 'outside', 'west'), ('outside', 'west', 'precinct')]","[('wa', 'june', '15'), ('june', '15', 'protester'), ('15', 'protester', 'gather'), ('protester', 'gather', 'west'), ('gather', 'west', 'precinct'), ('west', 'precinct', 'marching'), ('precinct', 'marching', 'free'), ('marching', 'free', 'zone'), ('free', 'zone', 'known'), ('zone', 'known', 'capitol'), ('known', 'capitol', 'hill')]"
"['7th', 'night', 'protest', 'remain', 'mostly', 'peaceful']",KING 5,2020-06-01 00:00:00,"['bellevue', 'asking', 'witness', 'footage', 'looting', 'demonstration', 'turned', 'property', 'damage', 'store', 'looting', 'sunday']",https://www.king5.com/article/news/local/protests/western-washington-seattle-george-floyd-protests-rallies/281-afd87c22-7248-4023-881d-680a3ef5cbaa,0,"[('7th', 'night', 'protest'), ('night', 'protest', 'remain'), ('protest', 'remain', 'mostly'), ('remain', 'mostly', 'peaceful')]","[('bellevue', 'asking', 'witness'), ('asking', 'witness', 'footage'), ('witness', 'footage', 'looting'), ('footage', 'looting', 'demonstration'), ('looting', 'demonstration', 'turned'), ('demonstration', 'turned', 'property'), ('turned', 'property', 'damage'), ('property', 'damage', 'store'), ('damage', 'store', 'looting'), ('store', 'looting', 'sunday')]"
"['tacoma', 'teacher', 'union', 'want', 'uniformed', 'removed', 'school', 'starting', 'fall']",KIRO-TV,2020-06-01 00:00:00,"['public', 'school', 'official', 'announced', 'tuesday', 'intent', 'suspend', 'contract', 'one', 'year']",https://www.kiro7.com/news/local/tacoma-teachers-union-wants-uniformed-police-officers-removed-schools-starting-fall/DHGZT2UKFVH6ZMEXLP32X6U26Q/,0,"[('tacoma', 'teacher', 'union'), ('teacher', 'union', 'want'), ('union', 'want', 'uniformed'), ('want', 'uniformed', 'removed'), ('uniformed', 'removed', 'school'), ('removed', 'school', 'starting'), ('school', 'starting', 'fall')]","[('public', 'school', 'official'), ('school', 'official', 'announced'), ('official', 'announced', 'tuesday'), ('announced', 'tuesday', 'intent'), ('tuesday', 'intent', 'suspend'), ('intent', 'suspend', 'contract'), ('suspend', 'contract', 'one'), ('contract', 'one', 'year')]"
"['expert', 'woefully', 'undertrained', 'use', 'force']",KOMO,2020-06-01 00:00:00,"['ap', 'invited', 'facility', 'see', 'use', 'force', 'training', 'component', '2012', 'federal', 'agreement', 'reform']",https://komonews.com/news/local/experts-police-woefully-undertrained-in-use-of-force-06-12-2020,0,"[('expert', 'woefully', 'undertrained'), ('woefully', 'undertrained', 'use'), ('undertrained', 'use', 'force')]","[('ap', 'invited', 'facility'), ('invited', 'facility', 'see'), ('facility', 'see', 'use'), ('see', 'use', 'force'), ('use', 'force', 'training'), ('force', 'training', 'component'), ('training', 'component', '2012'), ('component', '2012', 'federal'), ('2012', 'federal', 'agreement'), ('federal', 'agreement', 'reform')]"
"['new', 'policy', 'demonstration', 'must', 'turn', 'body', 'camera']",South Seattle Emerald,2020-06-01 00:00:00,"['previously', 'policy', 'called', 'routinely', 'turn', 'body', 'camera', 'policy', 'put', 'spotlight']",https://southseattleemerald.com/2020/06/10/under-new-policy-seattle-police-at-demonstrations-must-turn-on-body-cameras/,0,"[('new', 'policy', 'demonstration'), ('policy', 'demonstration', 'must'), ('demonstration', 'must', 'turn'), ('must', 'turn', 'body'), ('turn', 'body', 'camera')]","[('previously', 'policy', 'called'), ('policy', 'called', 'routinely'), ('called', 'routinely', 'turn'), ('routinely', 'turn', 'body'), ('turn', 'body', 'camera'), ('body', 'camera', 'policy'), ('camera', 'policy', 'put'), ('policy', 'put', 'spotlight')]"
"['mean', 'protester', 'defund']",MyNorthwest.com,2020-06-01 00:00:00,"['city', 'councilmember', 'teresa', 'mosqueda', 'called', 'inquest', 'budget', 'monday', 'eventually', 'use', 'half', 'money']",https://mynorthwest.com/1928786/protesters-call-defund-the-police/,0,"[('mean', 'protester', 'defund')]","[('city', 'councilmember', 'teresa'), ('councilmember', 'teresa', 'mosqueda'), ('teresa', 'mosqueda', 'called'), ('mosqueda', 'called', 'inquest'), ('called', 'inquest', 'budget'), ('inquest', 'budget', 'monday'), ('budget', 'monday', 'eventually'), ('monday', 'eventually', 'use'), ('eventually', 'use', 'half'), ('use', 'half', 'money')]"
"['employee', 'arrested', 'road', 'rage', '5']",Q13 FOX,2020-06-01 00:00:00,"['employee', 'arrested', 'connection', 'road', 'rage', 'happened', '5', 'south', 'federal', 'way', 'saturday', 'afternoon']",https://www.q13fox.com/news/seattle-police-department-employee-arrested-for-road-rage-shooting-on-i-5,0,"[('employee', 'arrested', 'road'), ('arrested', 'road', 'rage'), ('road', 'rage', '5')]","[('employee', 'arrested', 'connection'), ('arrested', 'connection', 'road'), ('connection', 'road', 'rage'), ('road', 'rage', 'happened'), ('rage', 'happened', '5'), ('happened', '5', 'south'), ('5', 'south', 'federal'), ('south', 'federal', 'way'), ('federal', 'way', 'saturday'), ('way', 'saturday', 'afternoon')]"
"['continue', 'investigate', 'several', 'bag', 'human', 'remains', 'found', 'west', 'beach']",KING 5,2020-06-01 00:00:00,"['detective', 'responded', 'investigate', 'according', 'release', 'john', 'rodie', 'life', 'west', 'went', 'alki', 'see']",https://www.king5.com/article/news/local/west-seattle-human-remains-found-on-beach-police/281-7e39084b-44e9-48a4-8578-f1fcb19cb7f4,0,"[('continue', 'investigate', 'several'), ('investigate', 'several', 'bag'), ('several', 'bag', 'human'), ('bag', 'human', 'remains'), ('human', 'remains', 'found'), ('remains', 'found', 'west'), ('found', 'west', 'beach')]","[('detective', 'responded', 'investigate'), ('responded', 'investigate', 'according'), ('investigate', 'according', 'release'), ('according', 'release', 'john'), ('release', 'john', 'rodie'), ('john', 'rodie', 'life'), ('rodie', 'life', 'west'), ('life', 'west', 'went'), ('west', 'went', 'alki'), ('went', 'alki', 'see')]"
"['edmonds', 'school', 'district', 'vote', 'school']",Q13 FOX,2020-06-01 00:00:00,"['edmonds', 'school', 'district', 'public', 'school', 'announced', 'remove', 'continue', 'resource']",https://www.q13fox.com/news/seattle-and-edmonds-school-districts-vote-out-officers-from-schools,0,"[('edmonds', 'school', 'district'), ('school', 'district', 'vote'), ('district', 'vote', 'school')]","[('edmonds', 'school', 'district'), ('school', 'district', 'public'), ('district', 'public', 'school'), ('public', 'school', 'announced'), ('school', 'announced', 'remove'), ('announced', 'remove', 'continue'), ('remove', 'continue', 'resource')]"
"['labor', 'council', 'guild', 'confront', 'racism', 'rank', 'get']",Seattle PI,2020-06-01 00:00:00,"['systematic', 'racism', 'exists', 'problem', 'must', 'immediately', 'addressed', 'protect', 'bpoc', 'individual', 'community']",https://www.seattlepi.com/local/politics/article/labor-council-to-seattle-police-guild-confront-15318774.php,0,"[('labor', 'council', 'guild'), ('council', 'guild', 'confront'), ('guild', 'confront', 'racism'), ('confront', 'racism', 'rank'), ('racism', 'rank', 'get')]","[('systematic', 'racism', 'exists'), ('racism', 'exists', 'problem'), ('exists', 'problem', 'must'), ('problem', 'must', 'immediately'), ('must', 'immediately', 'addressed'), ('immediately', 'addressed', 'protect'), ('addressed', 'protect', 'bpoc'), ('protect', 'bpoc', 'individual'), ('bpoc', 'individual', 'community')]"
"['tacoma', 'mayor', 'directs', 'city', 'manager', 'fire', 'involved', 'killing', 'manuel', 'elli']",The Seattle Times,2020-06-01 00:00:00,"['identified', 'four', 'involved', 'restraining', 'elli', '33', 'christopher', 'burbank', '34', 'matthew', 'collins', '37', 'masyih', 'ford', '28']",https://www.seattletimes.com/seattle-news/tacoma-mayor-directs-city-manager-to-fire-police-officers-involved-in-the-killing-of-manuel-ellis/,0,"[('tacoma', 'mayor', 'directs'), ('mayor', 'directs', 'city'), ('directs', 'city', 'manager'), ('city', 'manager', 'fire'), ('manager', 'fire', 'involved'), ('fire', 'involved', 'killing'), ('involved', 'killing', 'manuel'), ('killing', 'manuel', 'elli')]","[('identified', 'four', 'involved'), ('four', 'involved', 'restraining'), ('involved', 'restraining', 'elli'), ('restraining', 'elli', '33'), ('elli', '33', 'christopher'), ('33', 'christopher', 'burbank'), ('christopher', 'burbank', '34'), ('burbank', '34', 'matthew'), ('34', 'matthew', 'collins'), ('matthew', 'collins', '37'), ('collins', '37', 'masyih'), ('37', 'masyih', 'ford'), ('masyih', 'ford', '28')]"
"['educator', 'demand', 'cut', 'budget']",The Seattle Times,2020-06-01 00:00:00,"['public', 'school', 'parent', 'charleena', 'lyles', 'home', 'front', 'child', 'june', '18']",https://www.seattletimes.com/opinion/why-seattle-educators-demand-cut-to-police-budget/,0,"[('educator', 'demand', 'cut'), ('demand', 'cut', 'budget')]","[('public', 'school', 'parent'), ('school', 'parent', 'charleena'), ('parent', 'charleena', 'lyles'), ('charleena', 'lyles', 'home'), ('lyles', 'home', 'front'), ('home', 'front', 'child'), ('front', 'child', 'june'), ('child', 'june', '18')]"
"['investigating', 'rash', 'arson', 'south']",KOMO,2020-06-01 00:00:00,"['fire', 'investigating', 'crime', 'anyone', 'information', 'urged', 'contact', 'arson', 'bomb', 'squad']",https://komonews.com/news/local/police-investigating-series-of-arsons-in-south-seattle,0,"[('investigating', 'rash', 'arson'), ('rash', 'arson', 'south')]","[('fire', 'investigating', 'crime'), ('investigating', 'crime', 'anyone'), ('crime', 'anyone', 'information'), ('anyone', 'information', 'urged'), ('information', 'urged', 'contact'), ('urged', 'contact', 'arson'), ('contact', 'arson', 'bomb'), ('arson', 'bomb', 'squad')]"
"['west', 'precinct', 'defaced']",Q13 FOX,2020-06-01 00:00:00,"['defaced', 'exterior', 'west', 'precinct', 'found', 'late', 'friday', 'reported', 'precinct', 'located', '8th', 'avenue']",https://www.q13fox.com/news/seattle-police-west-precinct-defaced-police-say,0,"[('west', 'precinct', 'defaced')]","[('defaced', 'exterior', 'west'), ('exterior', 'west', 'precinct'), ('west', 'precinct', 'found'), ('precinct', 'found', 'late'), ('found', 'late', 'friday'), ('late', 'friday', 'reported'), ('friday', 'reported', 'precinct'), ('reported', 'precinct', 'located'), ('precinct', 'located', '8th'), ('located', '8th', 'avenue')]"
"['crowd', 'control', 'tactic', 'come', 'fire', 'people', 'injured', 'protest']",The Seattle Times,2020-06-01 00:00:00,"['family', '8', 'year', 'old', 'boy', 'sprayed', 'face', 'chemical', 'irritant', 'condemned', 'monday', 'use']",https://www.seattletimes.com/seattle-news/seattle-police-crowd-control-tactics-come-under-fire-by-people-injured-in-protests/,0,"[('crowd', 'control', 'tactic'), ('control', 'tactic', 'come'), ('tactic', 'come', 'fire'), ('come', 'fire', 'people'), ('fire', 'people', 'injured'), ('people', 'injured', 'protest')]","[('family', '8', 'year'), ('8', 'year', 'old'), ('year', 'old', 'boy'), ('old', 'boy', 'sprayed'), ('boy', 'sprayed', 'face'), ('sprayed', 'face', 'chemical'), ('face', 'chemical', 'irritant'), ('chemical', 'irritant', 'condemned'), ('irritant', 'condemned', 'monday'), ('condemned', 'monday', 'use')]"
"['captain', 'pierre', 'davis', 'leader', 'sw', 'precinct']",Westside Seattle,2020-06-01 00:00:00,"['davis', 'moving', 'assignment', 'headquarters', 'file', 'photo', 'patrick', 'robinson', 'fri', '06', '19', '2020', 'five', 'year', 'helm']",https://www.westsideseattle.com/robinson-papers/2020/06/19/captain-pierre-davis-leader-spd-sw-precinct-moving-new-assignment,0,"[('captain', 'pierre', 'davis'), ('pierre', 'davis', 'leader'), ('davis', 'leader', 'sw'), ('leader', 'sw', 'precinct')]","[('davis', 'moving', 'assignment'), ('moving', 'assignment', 'headquarters'), ('assignment', 'headquarters', 'file'), ('headquarters', 'file', 'photo'), ('file', 'photo', 'patrick'), ('photo', 'patrick', 'robinson'), ('patrick', 'robinson', 'fri'), ('robinson', 'fri', '06'), ('fri', '06', '19'), ('06', '19', '2020'), ('19', '2020', 'five'), ('2020', 'five', 'year'), ('five', 'year', 'helm')]"
"['cry', 'reform', 'increase', '3', 'year', 'charleena', 'lyles']",KING 5,2020-06-01 00:00:00,"['lyles', 'family', 'demanding', 'city', 'cut', 'funding', 'reinvest', 'community', 'also', 'calling', 'mayor', 'jenny', 'durkan']",https://www.king5.com/article/news/three-years-after-charleena-lyles-death-increasing-cries-for-police-reform/281-c114cf1b-2b13-49ae-ae03-0c7bac528471,0,"[('cry', 'reform', 'increase'), ('reform', 'increase', '3'), ('increase', '3', 'year'), ('3', 'year', 'charleena'), ('year', 'charleena', 'lyles')]","[('lyles', 'family', 'demanding'), ('family', 'demanding', 'city'), ('demanding', 'city', 'cut'), ('city', 'cut', 'funding'), ('cut', 'funding', 'reinvest'), ('funding', 'reinvest', 'community'), ('reinvest', 'community', 'also'), ('community', 'also', 'calling'), ('also', 'calling', 'mayor'), ('calling', 'mayor', 'jenny'), ('mayor', 'jenny', 'durkan')]"
"['woman', 'arrested', 'damaging', 'west', 'precinct', 'friday', 'night', 'protest']",KING 5,2020-06-01 00:00:00,"['arrested', 'woman', 'friday', 'night', 'caught', 'breaking', 'glass', 'west', 'precinct']",https://www.king5.com/article/news/local/woman-arrested-after-damaging-seattle-police-departments-west-precinct/281-74e5fab2-28f4-446f-998c-28cae86a0aa8,0,"[('woman', 'arrested', 'damaging'), ('arrested', 'damaging', 'west'), ('damaging', 'west', 'precinct'), ('west', 'precinct', 'friday'), ('precinct', 'friday', 'night'), ('friday', 'night', 'protest')]","[('arrested', 'woman', 'friday'), ('woman', 'friday', 'night'), ('friday', 'night', 'caught'), ('night', 'caught', 'breaking'), ('caught', 'breaking', 'glass'), ('breaking', 'glass', 'west'), ('glass', 'west', 'precinct')]"
"['remains', '2', 'body', 'found', 'suitcase', 'west', 'beach', 'identified']",KING 5,2020-06-01 00:00:00,"['anyone', 'information', 'case', 'asked', 'contact', 'violent', 'crime', 'tip', 'line', '206', '233', '5000']",https://www.king5.com/article/news/local/remains-found-on-west-seattle-beach-identified/281-d3a505c4-1ea2-4e72-984a-f5bb4f8fa843,0,"[('remains', '2', 'body'), ('2', 'body', 'found'), ('body', 'found', 'suitcase'), ('found', 'suitcase', 'west'), ('suitcase', 'west', 'beach'), ('west', 'beach', 'identified')]","[('anyone', 'information', 'case'), ('information', 'case', 'asked'), ('case', 'asked', 'contact'), ('asked', 'contact', 'violent'), ('contact', 'violent', 'crime'), ('violent', 'crime', 'tip'), ('crime', 'tip', 'line'), ('tip', 'line', '206'), ('line', '206', '233'), ('206', '233', '5000')]"
"['student', 'activism', 'led', 'school', 'temporarily', 'cutting', 'tie']",South Seattle Emerald,2020-06-01 00:00:00,"['present', 'employed', 'according', 'website', 'focus', 'gang', 'resistance', 'violence', 'prevention']",https://southseattleemerald.com/2020/06/11/the-student-activism-that-led-to-seattle-schools-temporarily-cutting-ties-with-spd/,0,"[('student', 'activism', 'led'), ('activism', 'led', 'school'), ('led', 'school', 'temporarily'), ('school', 'temporarily', 'cutting'), ('temporarily', 'cutting', 'tie')]","[('present', 'employed', 'according'), ('employed', 'according', 'website'), ('according', 'website', 'focus'), ('website', 'focus', 'gang'), ('focus', 'gang', 'resistance'), ('gang', 'resistance', 'violence'), ('resistance', 'violence', 'prevention')]"
"['judge', 'ban', 'using', 'tear', 'gas', 'chemical', 'weapon', 'protest', 'september']",KING 5,2020-06-01 00:00:00,"['u', 'judge', 'thursday', 'extended', 'order', 'banning', 'city', 'using', 'chemical', 'weapon', 'tear']",https://www.king5.com/article/news/local/seattle-police-tear-gas-chemical-weapons-ban-protests-protesters-september/281-592e44a6-0ece-42e2-aa6d-a89835cc222d,0,"[('judge', 'ban', 'using'), ('ban', 'using', 'tear'), ('using', 'tear', 'gas'), ('tear', 'gas', 'chemical'), ('gas', 'chemical', 'weapon'), ('chemical', 'weapon', 'protest'), ('weapon', 'protest', 'september')]","[('u', 'judge', 'thursday'), ('judge', 'thursday', 'extended'), ('thursday', 'extended', 'order'), ('extended', 'order', 'banning'), ('order', 'banning', 'city'), ('banning', 'city', 'using'), ('city', 'using', 'chemical'), ('using', 'chemical', 'weapon'), ('chemical', 'weapon', 'tear')]"
"['king', '5', 'poll', 'recent', 'interaction', 'positive', '54', 'seattleites']",KING 5,2020-06-01 00:00:00,"['think', 'still', 'know', 'job', 'going', 'focus', 'positive', 'number', 'king', '5', 'political', 'analyst']",https://www.king5.com/article/news/local/seattle/king-5-poll-what-was-your-most-recent-interaction-with-seattle-police-like/281-a13c5b8c-85ad-4008-84ed-5dabf563097d,0,"[('king', '5', 'poll'), ('5', 'poll', 'recent'), ('poll', 'recent', 'interaction'), ('recent', 'interaction', 'positive'), ('interaction', 'positive', '54'), ('positive', '54', 'seattleites')]","[('think', 'still', 'know'), ('still', 'know', 'job'), ('know', 'job', 'going'), ('job', 'going', 'focus'), ('going', 'focus', 'positive'), ('focus', 'positive', 'number'), ('positive', 'number', 'king'), ('number', 'king', '5'), ('king', '5', 'political'), ('5', 'political', 'analyst')]"
"['made', 'gain', 'recent', 'year', 'work', 'remains']",The Seattle Times,2020-06-01 00:00:00,"['front', 'row', 'seat', 'court', 'driven', 'reform', 'effort', 'undeniable', 'made', 'progress', 'use', 'force']",https://www.seattletimes.com/opinion/seattle-police-have-made-gains-in-recent-years-but-work-remains/,0,"[('made', 'gain', 'recent'), ('gain', 'recent', 'year'), ('recent', 'year', 'work'), ('year', 'work', 'remains')]","[('front', 'row', 'seat'), ('row', 'seat', 'court'), ('seat', 'court', 'driven'), ('court', 'driven', 'reform'), ('driven', 'reform', 'effort'), ('reform', 'effort', 'undeniable'), ('effort', 'undeniable', 'made'), ('undeniable', 'made', 'progress'), ('made', 'progress', 'use'), ('progress', 'use', 'force')]"
"['call', 'defund', 'grow', 'mean']",KOMO,2020-06-01 00:00:00,"['taylor', 'want', 'budget', 'cut', '150', 'million', '200', 'million', 'current', 'annual', 'budget', '409', 'million', 'taylor']",https://komonews.com/news/local/calls-to-defund-seattle-police-grow-but-what-does-that-mean,0,"[('call', 'defund', 'grow'), ('defund', 'grow', 'mean')]","[('taylor', 'want', 'budget'), ('want', 'budget', 'cut'), ('budget', 'cut', '150'), ('cut', '150', 'million'), ('150', 'million', '200'), ('million', '200', 'million'), ('200', 'million', 'current'), ('million', 'current', 'annual'), ('current', 'annual', 'budget'), ('annual', 'budget', '409'), ('budget', '409', 'million'), ('409', 'million', 'taylor')]"
"['uw', 'community', 'call', 'university', 'sever', 'tie']",The Seattle Times,2020-06-01 00:00:00,"['thousand', 'faculty', 'student', 'signed', 'petition', 'call', 'university', 'washington', 'sever', 'tie']",https://www.seattletimes.com/seattle-news/uw-community-calls-on-university-to-sever-ties-with-seattle-police/,0,"[('uw', 'community', 'call'), ('community', 'call', 'university'), ('call', 'university', 'sever'), ('university', 'sever', 'tie')]","[('thousand', 'faculty', 'student'), ('faculty', 'student', 'signed'), ('student', 'signed', 'petition'), ('signed', 'petition', 'call'), ('petition', 'call', 'university'), ('call', 'university', 'washington'), ('university', 'washington', 'sever'), ('washington', 'sever', 'tie')]"
"['protest', 'leader', 'defunding', 'dismantling', 'would', 'look', 'like']",The Seattle Times,2020-06-01 00:00:00,"['believe', 'people', 'support', 'even', 'though', 'may', 'one', 'posting', 'social', 'medium']",https://www.seattletimes.com/seattle-news/seattle-protest-leaders-call-for-defunding-and-dismantling-police-what-would-that-look-like/,0,"[('protest', 'leader', 'defunding'), ('leader', 'defunding', 'dismantling'), ('defunding', 'dismantling', 'would'), ('dismantling', 'would', 'look'), ('would', 'look', 'like')]","[('believe', 'people', 'support'), ('people', 'support', 'even'), ('support', 'even', 'though'), ('even', 'though', 'may'), ('though', 'may', 'one'), ('may', 'one', 'posting'), ('one', 'posting', 'social'), ('posting', 'social', 'medium')]"
"['record', 'technician', 'charged', 'first', 'degree', 'assault', 'alleged', 'road', 'rage']",The Seattle Times,2020-06-01 00:00:00,"['29', 'year', 'old', 'record', 'technician', 'work', 'charged', 'first', 'degree', 'assault', 'thursday', 'prosecutor', 'shot']",https://www.seattletimes.com/seattle-news/crime/seattle-police-records-technician-charged-with-first-degree-assault-in-alleged-road-rage-shooting/,0,"[('record', 'technician', 'charged'), ('technician', 'charged', 'first'), ('charged', 'first', 'degree'), ('first', 'degree', 'assault'), ('degree', 'assault', 'alleged'), ('assault', 'alleged', 'road'), ('alleged', 'road', 'rage')]","[('29', 'year', 'old'), ('year', 'old', 'record'), ('old', 'record', 'technician'), ('record', 'technician', 'work'), ('technician', 'work', 'charged'), ('work', 'charged', 'first'), ('charged', 'first', 'degree'), ('first', 'degree', 'assault'), ('degree', 'assault', 'thursday'), ('assault', 'thursday', 'prosecutor'), ('thursday', 'prosecutor', 'shot')]"
"['wsp', 'apologizes', 'video', 'surface', 'telling', 'team', 'kill', 'hit', 'hard']",Seattle PI,2020-06-01 00:00:00,"['protest', 'activist', 'protester', 'social', 'medium']",https://www.seattlepi.com/seattlenews/article/wsp-apologizes-after-video-of-officer-at-protests-15314635.php,0,"[('wsp', 'apologizes', 'video'), ('apologizes', 'video', 'surface'), ('video', 'surface', 'telling'), ('surface', 'telling', 'team'), ('telling', 'team', 'kill'), ('team', 'kill', 'hit'), ('kill', 'hit', 'hard')]","[('protest', 'activist', 'protester'), ('activist', 'protester', 'social'), ('protester', 'social', 'medium')]"
"['defunding', 'mean']",KIRO-TV,2020-06-01 00:00:00,"['going', 'dismantle', 'minneapolis', 'jeremiah', 'ellison', 'member', 'city', 'council', 'wrote', 'twitter', 'floyd', 'died']",https://www.kiro7.com/news/trending/what-does-defunding-police-mean/TE4QLMNCHRDPZJIX7PBDEIQE34/,0,[],"[('going', 'dismantle', 'minneapolis'), ('dismantle', 'minneapolis', 'jeremiah'), ('minneapolis', 'jeremiah', 'ellison'), ('jeremiah', 'ellison', 'member'), ('ellison', 'member', 'city'), ('member', 'city', 'council'), ('city', 'council', 'wrote'), ('council', 'wrote', 'twitter'), ('wrote', 'twitter', 'floyd'), ('twitter', 'floyd', 'died')]"
"['king', 'county', 'call', 'city', 'drop', 'lawsuit', 'inquest', 'process']",KING 5,2020-06-01 00:00:00,"['shot', 'charleena', 'lyles', 'called', '911', 'raise', 'question', 'policy', 'training', 'important']",https://www.king5.com/article/news/local/protests/king-county-calls-for-cities-to-drop-lawsuits-against-police-inquest-process/281-72ac1609-b737-4642-b4fc-6727c8dac8ce,0,"[('king', 'county', 'call'), ('county', 'call', 'city'), ('call', 'city', 'drop'), ('city', 'drop', 'lawsuit'), ('drop', 'lawsuit', 'inquest'), ('lawsuit', 'inquest', 'process')]","[('shot', 'charleena', 'lyles'), ('charleena', 'lyles', 'called'), ('lyles', 'called', '911'), ('called', '911', 'raise'), ('911', 'raise', 'question'), ('raise', 'question', 'policy'), ('question', 'policy', 'training'), ('policy', 'training', 'important')]"
"['crisis', 'began', 'image', 'violence', 'keep', 'providing']",The Seattle Times,2020-06-01 00:00:00,"['texas', '20', 'year', 'old', 'protester', 'shot', 'head', 'injuring', 'public', 'set']",https://www.seattletimes.com/nation-world/a-crisis-that-began-with-an-image-of-police-violence-keeps-providing-more/,0,"[('crisis', 'began', 'image'), ('began', 'image', 'violence'), ('image', 'violence', 'keep'), ('violence', 'keep', 'providing')]","[('texas', '20', 'year'), ('20', 'year', 'old'), ('year', 'old', 'protester'), ('old', 'protester', 'shot'), ('protester', 'shot', 'head'), ('shot', 'head', 'injuring'), ('head', 'injuring', 'public'), ('injuring', 'public', 'set')]"
"['listen', 'learn', 'act', 'reform']",The Seattle Times,2020-06-01 00:00:00,"['doubly', 'disappointing', 'offer', 'lesson', 'improve', 'improved', 'training', 'policy', 'oversight']",https://www.seattletimes.com/opinion/editorials/listen-learn-and-act-on-police-reform/,0,"[('listen', 'learn', 'act'), ('learn', 'act', 'reform')]","[('doubly', 'disappointing', 'offer'), ('disappointing', 'offer', 'lesson'), ('offer', 'lesson', 'improve'), ('lesson', 'improve', 'improved'), ('improve', 'improved', 'training'), ('improved', 'training', 'policy'), ('training', 'policy', 'oversight')]"
